title,artist,link
Cow (1920s),Emma Gillies,https://collections.ed.ac.uk/art/record/53752?highlight=*:*
Woman Wearing Head Cloth in Prayer or Begging,Katherine Ogilvy,https://collections.ed.ac.uk/art/record/122965?highlight=*:*
Elders from East Frieze of the Parthenon,Helen Wishart,https://collections.ed.ac.uk/art/record/20685?highlight=*:*
Portrait of a Woman (1962),Michael Douleny,https://collections.ed.ac.uk/art/record/21297?highlight=*:*
Portrait of a Man,C Byron,https://collections.ed.ac.uk/art/record/21480?highlight=*:*
Seated Female Nude (1959),Westmacott,https://collections.ed.ac.uk/art/record/20917?highlight=*:*
Figure of Dionysos from the Parthenon (east pediment) (1837),Maria Hadam,https://collections.ed.ac.uk/art/record/20632?highlight=*:*
Step 3 (2013),Vivian Chapman,https://collections.ed.ac.uk/art/record/21308?highlight=*:*
Untitled (1946),Euphemia (Fay) S. Wright,https://collections.ed.ac.uk/art/record/21735?highlight=*:*
John Mooney Paintings (1984),John Mooney,https://collections.ed.ac.uk/art/record/21846?highlight=*:*
Female Nude with Pitcher,Samuel John Peploe,https://collections.ed.ac.uk/art/record/20736?highlight=*:*
Unknown (1968),Maureen Purcell,https://collections.ed.ac.uk/art/record/53588?highlight=*:*
The Cape of Good Hope Pub,Ella Smith,https://collections.ed.ac.uk/art/record/21429?highlight=*:*
Still Life with Triumphal Arch (Circa 1958),Alan M. Alexander,https://collections.ed.ac.uk/art/record/122886?highlight=*:*
Still Life with Torn Paper Collage,Unknown,https://collections.ed.ac.uk/art/record/122783?highlight=*:*
Double Portrait (Circa 1981),Elizabeth A. Adamson,https://collections.ed.ac.uk/art/record/123291?highlight=*:*
West Coast Seascape (Unknown),Catherine Orbach,https://collections.ed.ac.uk/art/record/21790?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21566?highlight=*:*
Portrait of a Seated Man (MAY 1960),John Gilbert,https://collections.ed.ac.uk/art/record/20996?highlight=*:*
Inverleith,Janice McNab,https://collections.ed.ac.uk/art/record/22526?highlight=*:*
Riders from South Frieze of the Parthenon (1836-1837),Unknown,https://collections.ed.ac.uk/art/record/20728?highlight=*:*
Notes for Final Composition (23 SEP 1985),George Roderick Carmichael,https://collections.ed.ac.uk/art/record/53539?highlight=*:*
Portrait (1953),Beatrice Patricia Grimshaw,https://collections.ed.ac.uk/art/record/22644?highlight=*:*
Piana degli Greci (1958),Kirkland Main,https://collections.ed.ac.uk/art/record/53481?highlight=*:*
Standing Male Nude (1964),Anne E Jones,https://collections.ed.ac.uk/art/record/21169?highlight=*:*
Barley Field (1963),Martin McInally,https://collections.ed.ac.uk/art/record/99257?highlight=*:*
Untitled (1987),Diana Douglas-Hamilton,https://collections.ed.ac.uk/art/record/21939?highlight=*:*
Seated Female Nude (1953),Hugh Deans,https://collections.ed.ac.uk/art/record/20927?highlight=*:*
Abstract in Grey and Brown (1994),Paul Dalrymple,https://collections.ed.ac.uk/art/record/122904?highlight=*:*
Teacup,Emma Gillies,https://collections.ed.ac.uk/art/record/53634?highlight=*:*
Modesty vest,Unknown,https://collections.ed.ac.uk/art/record/102682?highlight=*:*
Untitled (Unknown),Dilys R. Lovell,https://collections.ed.ac.uk/art/record/21574?highlight=*:*
Composition with Stripes and Full Moon (Circa 1973),Peter Bewsey,https://collections.ed.ac.uk/art/record/20759?highlight=*:*
Portrait of a Man (1959),C Byron,https://collections.ed.ac.uk/art/record/20913?highlight=*:*
untitled,Joyce M Cumming,https://collections.ed.ac.uk/art/record/112357?highlight=*:*
Untitled (1960),Kathleen Russell,https://collections.ed.ac.uk/art/record/99519?highlight=*:*
Unknown (1960),Hugh Deans,https://collections.ed.ac.uk/art/record/53570?highlight=*:*
Male Model in Studio (1961),Gabrielle M. Stubbs,https://collections.ed.ac.uk/art/record/122761?highlight=*:*
Unknown,Douglas Gordon,https://collections.ed.ac.uk/art/record/50633?highlight=*:*
Life Painting (Circa 1952),David Michie,https://collections.ed.ac.uk/art/record/20737?highlight=*:*
Untitled (2002),Gillian Curry,https://collections.ed.ac.uk/art/record/99939?highlight=*:*
Untitled (1966),Molly Harris,https://collections.ed.ac.uk/art/record/99834?highlight=*:*
Untitled - Abstract Blue and Green Squares (1994),Roger Elliot,https://collections.ed.ac.uk/art/record/99461?highlight=*:*
River Scene with Boats (Circa 1954),Valerie M. Fraser,https://collections.ed.ac.uk/art/record/122891?highlight=*:*
Woman at a Table (1959),Alan M. Alexander,https://collections.ed.ac.uk/art/record/122848?highlight=*:*
Teapot (1924),Emma Gillies,https://collections.ed.ac.uk/art/record/53742?highlight=*:*
Untitled (1963),Carol Handyside,https://collections.ed.ac.uk/art/record/99842?highlight=*:*
Anti-Matter (2013),Marissa Stoffer,https://collections.ed.ac.uk/art/record/47441?highlight=*:*
Still Life with Blue Jug,Steiga,https://collections.ed.ac.uk/art/record/122794?highlight=*:*
Portrait of a Woman (1939),Jessie May Stirling,https://collections.ed.ac.uk/art/record/21135?highlight=*:*
Plate,Emma Gillies,https://collections.ed.ac.uk/art/record/53729?highlight=*:*
Untitled - Kings and Queens (1969),Michael T R B Turnbull,https://collections.ed.ac.uk/art/record/99446?highlight=*:*
Fine lawn collar (1820),Unknown,https://collections.ed.ac.uk/art/record/102681?highlight=*:*
Still Life with Garden Fork (1964),Alexander Moffat,https://collections.ed.ac.uk/art/record/93355?highlight=*:*
Gem cabinet 2 (of 6) containing 43 medallions (Unknown),Unknown,https://collections.ed.ac.uk/art/record/20616?highlight=*:*
Unknown,J Hamilton Glass,https://collections.ed.ac.uk/art/record/50459?highlight=*:*
Portrait of a Man (1955),Alexander S Campbell,https://collections.ed.ac.uk/art/record/21316?highlight=*:*
Portrait of Man at a Writing Bureau,Unknown,https://collections.ed.ac.uk/art/record/122768?highlight=*:*
Study of Three Skeletons (Circa 1961),William O. Little,https://collections.ed.ac.uk/art/record/99268?highlight=*:*
Donald Douglas (Actor) (1954),Mary C. A. Edmond,https://collections.ed.ac.uk/art/record/122959?highlight=*:*
Untitled (1966),Alistair T Hamilton,https://collections.ed.ac.uk/art/record/99843?highlight=*:*
Untitled (1976),Ruth Stiven,https://collections.ed.ac.uk/art/record/99492?highlight=*:*
Untitled (Unknown),Adam M Martin,https://collections.ed.ac.uk/art/record/21830?highlight=*:*
Anat (1966),Norman Orr,https://collections.ed.ac.uk/art/record/99405?highlight=*:*
Snowy Landscape (1962),Geoffrey J Roper,https://collections.ed.ac.uk/art/record/99368?highlight=*:*
Untitled (1987),Henry Rodgers,https://collections.ed.ac.uk/art/record/99799?highlight=*:*
Seated Male Nude with Blanket (1959),W Campbell,https://collections.ed.ac.uk/art/record/20972?highlight=*:*
Untitled (1996),Jennifer C. Lindsay,https://collections.ed.ac.uk/art/record/21930?highlight=*:*
Untitled (1969),John Stewart,https://collections.ed.ac.uk/art/record/22486?highlight=*:*
Unknown,Mary C. A. Edmond,https://collections.ed.ac.uk/art/record/53523?highlight=*:*
Untitled (1960),Kathleen Russell,https://collections.ed.ac.uk/art/record/99522?highlight=*:*
Seated Male Nude (1953),Diana Douglas-Hamilton,https://collections.ed.ac.uk/art/record/20928?highlight=*:*
Seated Man in Period Costume (1967),Wilson,https://collections.ed.ac.uk/art/record/21267?highlight=*:*
Ayrshire christening robe (1800-1899),Unknown,https://collections.ed.ac.uk/art/record/102679?highlight=*:*
Female Head Study (1949),Richard Lovell,https://collections.ed.ac.uk/art/record/50488?highlight=*:*
Unknown (1950),James Bowman,https://collections.ed.ac.uk/art/record/50611?highlight=*:*
Acteon (1838),Sarti,https://collections.ed.ac.uk/art/record/20582?highlight=*:*
Unknown (1986),Peter McLaren,https://collections.ed.ac.uk/art/record/53533?highlight=*:*
Angel playing a pipe (Unknown),Unknown,https://collections.ed.ac.uk/art/record/20609?highlight=*:*
Portrait of a Man,Jeffery S. Firth,https://collections.ed.ac.uk/art/record/21327?highlight=*:*
Still Life with Vase of Fuchsias (1954),Edith Fraser,https://collections.ed.ac.uk/art/record/22740?highlight=*:*
Babies constructed bonnet (1890-1900),Unknown,https://collections.ed.ac.uk/art/record/102672?highlight=*:*
Untitled (1967),Helen Pollock,https://collections.ed.ac.uk/art/record/112446?highlight=*:*
Untitled,Jean M. A. Conacher,https://collections.ed.ac.uk/art/record/112353?highlight=*:*
Performing Labour in an Industrial Setting III (2020),Aisling Ward,https://collections.ed.ac.uk/art/record/113777?highlight=*:*
Untitled - Nude Male in the Forest (1963),Oliver Harris,https://collections.ed.ac.uk/art/record/99395?highlight=*:*
Sitting Nude Woman (1978),Leonore D Mackay,https://collections.ed.ac.uk/art/record/122716?highlight=*:*
Female Model with Mirror (1962),Helen G. S Forde,https://collections.ed.ac.uk/art/record/122864?highlight=*:*
Queen Anne chair cover (1700-1750),Unknown,https://collections.ed.ac.uk/art/record/102711?highlight=*:*
Untitled - Two Girls On a Walk (1987),Susan Jane Mowatt,https://collections.ed.ac.uk/art/record/99414?highlight=*:*
Crucifixion (1952),John Picking,https://collections.ed.ac.uk/art/record/122709?highlight=*:*
Leith Docks,David McClure,https://collections.ed.ac.uk/art/record/122725?highlight=*:*
Nude Figure,Carolyn Wall,https://collections.ed.ac.uk/art/record/122773?highlight=*:*
Unknown (1947),Vivien Chapman,https://collections.ed.ac.uk/art/record/50475?highlight=*:*
Still Life Apples (1953),D. Gordon Campbell,https://collections.ed.ac.uk/art/record/22674?highlight=*:*
Unknown,Elizabeth Blackadder,https://collections.ed.ac.uk/art/record/50638?highlight=*:*
Reclining Female Nude (14 DEC 1952),Llewella Brayne,https://collections.ed.ac.uk/art/record/20940?highlight=*:*
Momen (2005),Tadas Gindrenas,https://collections.ed.ac.uk/art/record/99901?highlight=*:*
Unknown (1950),Zygmunt Bukowski,https://collections.ed.ac.uk/art/record/53556?highlight=*:*
Untitled (Unknown),David C Duke,https://collections.ed.ac.uk/art/record/21986?highlight=*:*
Small black figure with long wavy hair,Unknown,https://collections.ed.ac.uk/art/record/20546?highlight=*:*
Inner Landscape (2006),Thipel,https://collections.ed.ac.uk/art/record/99990?highlight=*:*
Untitled,Unknown,https://collections.ed.ac.uk/art/record/102729?highlight=*:*
Untitled,Unknown,https://collections.ed.ac.uk/art/record/102728?highlight=*:*
Female Nude (1956),Moira E. Brown,https://collections.ed.ac.uk/art/record/122749?highlight=*:*
Portrait of a Man,M Ledgerwood,https://collections.ed.ac.uk/art/record/21504?highlight=*:*
Three Views of a Standing Woman (1949),Douglas Gordon,https://collections.ed.ac.uk/art/record/21101?highlight=*:*
Riders from South Frieze of the Parthenon (1836-1837),Hannah Jasper,https://collections.ed.ac.uk/art/record/20729?highlight=*:*
Riders from South Frieze of the Parthenon (1836-1837),Andrew Conkie,https://collections.ed.ac.uk/art/record/20722?highlight=*:*
That's a Novel Concept (2007),T Honeyman,https://collections.ed.ac.uk/art/record/99970?highlight=*:*
Kneeling Female Nude (1957),Elizabeth G. Kellar,https://collections.ed.ac.uk/art/record/20925?highlight=*:*
Train Station,Claudia Petretti,https://collections.ed.ac.uk/art/record/21463?highlight=*:*
Portrait of Woman in White Blouse (1962),Joan Connell,https://collections.ed.ac.uk/art/record/22714?highlight=*:*
Portrait in Green,George Hamilton,https://collections.ed.ac.uk/art/record/21438?highlight=*:*
Standing Male Nude with White Cloth over Shoulders (1950),Emma Gillies,https://collections.ed.ac.uk/art/record/122863?highlight=*:*
Untitled - Abstract Forest Landscape (1962-1966),Laura McPherson,https://collections.ed.ac.uk/art/record/99391?highlight=*:*
Seated Man in Traditional Dress (Undated but found amongst collection of ECA Diploma works from 1960s.),Barreton,https://collections.ed.ac.uk/art/record/21290?highlight=*:*
Nude Reclining,John Johnstone,https://collections.ed.ac.uk/art/record/122696?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/99918?highlight=*:*
Untitled (1995),John Wallbank,https://collections.ed.ac.uk/art/record/21714?highlight=*:*
Norwegian Ponies (1953),Mollie E N Langlands,https://collections.ed.ac.uk/art/record/99218?highlight=*:*
Untitled (Unknown),David C Duke,https://collections.ed.ac.uk/art/record/21979?highlight=*:*
Portrait of a Woman (1951),Andrew Kidd,https://collections.ed.ac.uk/art/record/21235?highlight=*:*
Reclining Female Nude (1969),Gwendoline Rodger,https://collections.ed.ac.uk/art/record/21276?highlight=*:*
Untitled,Dr Ainslie Yule,https://collections.ed.ac.uk/art/record/99533?highlight=*:*
Seated Female Nude (1969),Ian G. Robertson,https://collections.ed.ac.uk/art/record/22727?highlight=*:*
Portrait of an Old Man (1952),Frances Walker,https://collections.ed.ac.uk/art/record/20848?highlight=*:*
Abstract Pale Landscape,Laura Drever,https://collections.ed.ac.uk/art/record/22594?highlight=*:*
Untitled,Unknown,https://collections.ed.ac.uk/art/record/99861?highlight=*:*
Unknown (JAN 1984),Moyna Flannigan,https://collections.ed.ac.uk/art/record/50404?highlight=*:*
Portrait of Seated Man (1956),Ballantyne,https://collections.ed.ac.uk/art/record/21180?highlight=*:*
'Gordini' Fairground Ride,Hazel Walker,https://collections.ed.ac.uk/art/record/21508?highlight=*:*
The Ruins (1948),James W. H. Cumming,https://collections.ed.ac.uk/art/record/122793?highlight=*:*
Portrait of a Woman (1954),D Stewart Lowdon,https://collections.ed.ac.uk/art/record/21214?highlight=*:*
Virgin and Child (Unknown),Unknown,https://collections.ed.ac.uk/art/record/20571?highlight=*:*
Seated Female Nude (21 NOV 1957),Sheena McEwan,https://collections.ed.ac.uk/art/record/20900?highlight=*:*
Untitled,Mary McKay,https://collections.ed.ac.uk/art/record/112445?highlight=*:*
Portrait of Sleeping Woman (1957),Sheena McEwan,https://collections.ed.ac.uk/art/record/21009?highlight=*:*
Plate (1920s),Emma Gillies,https://collections.ed.ac.uk/art/record/53704?highlight=*:*
"Funerary Statue of Marcellus, nephew of Augustus",Unknown,https://collections.ed.ac.uk/art/record/20587?highlight=*:*
Car Interior,Elise Brown,https://collections.ed.ac.uk/art/record/21495?highlight=*:*
Untitled - Portrait of a Man in a Hat (1963),Anthony J Valentine,https://collections.ed.ac.uk/art/record/99441?highlight=*:*
Standing Male Nude Leaning on a Stool (1952),Unknown,https://collections.ed.ac.uk/art/record/21216?highlight=*:*
Standing Male Nude (DEC 1951),M McKeown,https://collections.ed.ac.uk/art/record/21225?highlight=*:*
Untitled (1969),Richard Easson,https://collections.ed.ac.uk/art/record/22493?highlight=*:*
View of a Shipyard (1966),Roy M. W. Cameron,https://collections.ed.ac.uk/art/record/122837?highlight=*:*
Portrait of an Elderly Man (1956),J Salter,https://collections.ed.ac.uk/art/record/21190?highlight=*:*
Horses and men (facing left),Laura Guoke,https://collections.ed.ac.uk/art/record/20659?highlight=*:*
Schizophrenia (2007),Gordon MacDonald,https://collections.ed.ac.uk/art/record/99903?highlight=*:*
Abstract Composition with Red Squares and Crosses (1976),Lesley M. Johns,https://collections.ed.ac.uk/art/record/122694?highlight=*:*
Model in Studio (Circa 1962),Jean M. A. Conacher,https://collections.ed.ac.uk/art/record/122923?highlight=*:*
Untitled,Hillary Lewis,https://collections.ed.ac.uk/art/record/112354?highlight=*:*
Portrait of a Woman (1957-1958),Mark Osborne,https://collections.ed.ac.uk/art/record/21161?highlight=*:*
Three Men and a Snake (Unknown),Robert Rivers,https://collections.ed.ac.uk/art/record/21945?highlight=*:*
Volterra (Circa 1920),William Crozier 1893-1930,https://collections.ed.ac.uk/art/record/21179?highlight=*:*
Untitled (Unknown),David C Duke,https://collections.ed.ac.uk/art/record/21983?highlight=*:*
Co-operation and emulation not competition i. (2024),Eilidh McKeown,https://collections.ed.ac.uk/art/record/123748?highlight=*:*
Portrait of a Man (1956),Lawrence F. Baxter,https://collections.ed.ac.uk/art/record/21182?highlight=*:*
Still Life - Fish (1961),Thora Clyne,https://collections.ed.ac.uk/art/record/22640?highlight=*:*
Untitled (1971),Alan Brown,https://collections.ed.ac.uk/art/record/22020?highlight=*:*
Figure Seated on Bed,Graeme D. High,https://collections.ed.ac.uk/art/record/122686?highlight=*:*
Untitled - Figures and Bicycles in the City (1965-1966),James B. Thomson,https://collections.ed.ac.uk/art/record/99450?highlight=*:*
La Messe de Minuit - Église St Eustache (1963),Ann F Ward,https://collections.ed.ac.uk/art/record/99342?highlight=*:*
Untitled (1983),Robert Rivers,https://collections.ed.ac.uk/art/record/99810?highlight=*:*
The Fruitstand (Unknown),Elizabeth Gourlay,https://collections.ed.ac.uk/art/record/21777?highlight=*:*
Car Crash,Tim Stott,https://collections.ed.ac.uk/art/record/93373?highlight=*:*
Untitled (1969),James Fleming,https://collections.ed.ac.uk/art/record/22490?highlight=*:*
Standing Female Nude (31 MAR 1954),John P Busby,https://collections.ed.ac.uk/art/record/21432?highlight=*:*
Grey Still Life (1948),Thomas M. B. Watt,https://collections.ed.ac.uk/art/record/22653?highlight=*:*
Portrait of a Bearded Man (Circa 1960),Derek Shiel,https://collections.ed.ac.uk/art/record/20939?highlight=*:*
